COM COD,COURSE NO.,COURSE TITLE,CREDITS,SEC,ROOM,DAYS & HOURS,INSTRUCTOR,MIDSEM,COMPRE
2440,CS F425,DEEP LEARNING,3---3,P1,6017,Th 1 2,Ghufran Alam Siddiqui(RS),13/03 AN1,14/05 FN
2440,CS F425,DEEP LEARNING,3---3,P2,6118,S 4 5,Ghufran Alam Siddiqui(RS),13/03 AN1,14/05 FN
2440,CS F425,DEEP LEARNING,3---3,P3,6013,S 6 7,Prashant Trivedi,13/03 AN1,14/05 FN
2441,CS F426,GRAPH MINING,3-1-4,L1,6104,M W 4 T 10,VINTI AGARWAL,12/03 FN1,11/05 FN
2441,CS F426,GRAPH MINING,3-1-4,P1,6116,S 8 9,Ashin Babu(RS),12/03 FN1,11/05 FN
2629,CS F437,GENERATIVE AI,----3,L1,6101,M W F 9,"POONAM GOYAL, Pratik Narang",11/03 AN1,09/05 FN
2629,CS F437,GENERATIVE AI,----3,P1,6119,T 1 2,Yadav Sunil Kailash M..(RS),11/03 AN1,09/05 FN
1714,CS F491,SPECIAL PROJECT,----3,L1,,,YASHVARDHAN SHARMA,,
507,CS G513,NETWORK SECURITY,3-1-4,L1,1231,T Th F 4,RAJESH KUMAR,09/03 AN2,04/05 AN
2449,CS G516,ADVANCED DATABASE SYSTEMS,3-1-4,L1,6102,M W F 8,"YASHVARDHAN SHARMA, L Rajya Lakshmi",10/03 FN2,05/05 AN
2052,CS G523,SOFTWARE FOR EMBEDDE SYS,3-2-5,L1,1225,T Th F 5,SAURABH GANDHI,11/03 FN2,08/05 AN
2006,CS G524,ADV COMPUTER ARCHITECTUR,3---5,L1,6103,M W 3 Th 9,"VIRENDRA SINGH SHEKHA.., Tejasvi Alladi",14/03 AN2,16/05 AN
331,CS G653,SOFTWARE ARCHITECHTURES,3-2-5,L1,1226,T Th F 3,"TANMAY MAHAPATRA, Mukesh Kumar Rohil",12/03 FN2,11/05 AN
436,DE G514,FRACTURE MECHANICS,----5,L1,1204,T Th F 3,SHARAD SHRIVASTAVA,10/03 AN2,06/05 AN
144,DE G522,DESIGN PROJECTS,----5,L1,,,"SRIKANTA ROUTROY, Akhilesh Kumar(RS)",,
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,L1C,5105,M W 5 Th 10,Janardan Prasad Misra,13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,L2E,5102,M W 5 Th 10,MEETHA V. SHENOY,13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,T1C,6102,F 9,Tejasvi Alladi,13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,T2C,6105,F 9,Gopal Singh Phartiyal,13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,T3C,5106,W 1,Pranjal Vyas,13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,T4C,6108,W 9,Tejasvi Alladi,13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,T5C,6105,W 9,Gopal Singh Phartiyal,13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,T6E,5101,W 1,Sai Sesha Chalapathi Ga..,13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,T7E,1234,W 9,Sai Sesha Chalapathi Ga..,13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,T8E,1204,W 9,Meetha V. Shenoy,13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,T9E,1205,W 9,Balamurugan P(RS),13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,T10E,1223,W 9,Govind Prasad,13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,P1C,6013,F 1 2,Tulika Tewari(RS),13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,P2C,6114,F 1 2,Suvrojyoti Biswas(RS),13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,P3C,6116,T 1 2,Vijay Shankar A(RS),13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,P4C,6116,T 1 2,Rudresh Pillai(RS),13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,P5C,6118,T 1 2,Devanshu Sahoo(RS),13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,P6C,6118,Th 1 2,Nivedan Yakolli(RS),13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,P7C,6119,Th 1 2,Raja Piyush(RS),13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,P8C,6018,Th 1 2,Priyanka Jain(RS),13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,P9E,6114,M 1 2,"Raman(RS), Aniket Kumar(RS)",13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,P10E,6116,M 1 2,"Ankit Sharma(RS), Adif Alam(RS)",13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,P11E,6019,T 7 8,"Aishwarya B. Mudennavar(RS), Vipin KR Saraogi(RS)",13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,P12E,6114,T 7 8,"Abhishek Karwa(RS), Kadam Aparajita Dnyan..(RS)",13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,P13E,6116,Th 7 8,"Aniket Kumar(RS), Vipin KR Saraogi(RS)",13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,P14E,6117,Th 7 8,"Jaya Sharma(RS), Akhil Misra(RS)",13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,P15E,6114,W 1 2,"Jaya Sharma(RS), Jeevan Kittur(RS)",13/03 AN1,14/05 FN
1384,ECE F241,MICROPROC & INTERFACING,3-1-4,P16E,6116,W 1 2,"Aishwarya B. Mudennavar(RS), Laveena Dadhich(RS)",13/03 AN1,14/05 FN
1385,ECE F242,CONTROL SYSTEMS,3---3,L1,5101,T Th F 3,PUNEET MISHRA,10/03 AN1,06/05 FN
1385,ECE F242,CONTROL SYSTEMS,3---3,L2,1201,T Th F 3,Prashant Kumar,10/03 AN1,06/05 FN
1385,ECE F242,CONTROL SYSTEMS,3---3,T1,1201,T 1,Pawan Kamalkishor Ajmera,10/03 AN1,06/05 FN
1385,ECE F242,CONTROL SYSTEMS,3---3,T2,1223,T 1,Prashant Kumar,10/03 AN1,06/05 FN
1385,ECE F242,CONTROL SYSTEMS,3---3,T3,1227,T 1,Puneet Mishra,10/03 AN1,06/05 FN
1385,ECE F242,CONTROL SYSTEMS,3---3,T4,1233,T 1,Hari Om Bansal,10/03 AN1,06/05 FN
1385,ECE F242,CONTROL SYSTEMS,3---3,T5,1234,T 1,Aditya Raw Gautam,10/03 AN1,06/05 FN
1386,ECE F243,SIGNALS & SYSTEMS,3---3,L1,5101,T Th F 2,PAWAN KAMALKISHOR AJM..,09/03 FN1,02/05 FN
1386,ECE F243,SIGNALS & SYSTEMS,3---3,L2,1201,T Th F 2,Sambangi Ramesh,09/03 FN1,02/05 FN
1386,ECE F243,SIGNALS & SYSTEMS,3---3,T1,5101,F 9,Syed Mohammad Zafaruddin,09/03 FN1,02/05 FN
1386,ECE F243,SIGNALS & SYSTEMS,3---3,T2,5102,F 9,Sambangi Ramesh,09/03 FN1,02/05 FN
1386,ECE F243,SIGNALS & SYSTEMS,3---3,T3,5105,F 9,Pankaj Arora,09/03 FN1,02/05 FN
1386,ECE F243,SIGNALS & SYSTEMS,3---3,T4,5106,F 9,Pawan Kamalkishor Ajmera,09/03 FN1,02/05 FN
1386,ECE F243,SIGNALS & SYSTEMS,3---3,T5,1202,F 9,Dinesh Rano,09/03 FN1,02/05 FN
1387,ECE F244,MICROELECTRONIC CIRCUITS,3---3,L1,5101,M W 4 T 10,ANU GUPTA,12/03 FN1,11/05 FN
1387,ECE F244,MICROELECTRONIC CIRCUITS,3---3,L2,1227,M W 4 T 10,Neeraj Mishra,12/03 FN1,11/05 FN
1387,ECE F244,MICROELECTRONIC CIRCUITS,3---3,T1,5101,F 1,Neeraj Mishra,12/03 FN1,11/05 FN
1387,ECE F244,MICROELECTRONIC CIRCUITS,3---3,T2,5106,F 1,Nitin Chaturvedi,12/03 FN1,11/05 FN
1387,ECE F244,MICROELECTRONIC CIRCUITS,3---3,T3,5102,F 1,Govind Prasad,12/03 FN1,11/05 FN
1387,ECE F244,MICROELECTRONIC CIRCUITS,3---3,T4,1201,F 1,Sambangi Ramesh,12/03 FN1,11/05 FN
1387,ECE F244,MICROELECTRONIC CIRCUITS,3---3,T5,1234,F 1,Prashant Kumar,12/03 FN1,11/05 FN
1701,ECE F266,STUDY PROJECT,----3,L1,,,NAVNEET GUPTA,,
1389,ECE F311,COMMUNICATION SYSTEMS,3-1-4,L1,6158,M W F 7,"SYED MOHAMMAD ZAFARUD..",13/03 AN1,14/05 FN
1389,ECE F311,COMMUNICATION SYSTEMS,3-1-4,T1,6158,W 10,Syed Mohammad Zafaruddin,13/03 AN1,14/05 FN
1389,ECE F311,COMMUNICATION SYSTEMS,3-1-4,P1,,T 7 8,Syed Mohammad Zafaruddin,13/03 AN1,14/05 FN
1391,ECE F341,ANALOG ELECTRONICS,3-1-4,L1,6109,M W 3 Th 9,ARNAB HAZRA,14/03 AN1,16/05 FN
1391,ECE F341,ANALOG ELECTRONICS,3-1-4,L2,5101,M W 3 Th 9,V K Chaubey,14/03 AN1,16/05 FN
1391,ECE F341,ANALOG ELECTRONICS,3-1-4,T1,1205,T 9,Nitin Chaturvedi,14/03 AN1,16/05 FN
1391,ECE F341,ANALOG ELECTRONICS,3-1-4,T2,1202,T 9,Satyendra Kumar Mourya,14/03 AN1,16/05 FN
1391,ECE F341,ANALOG ELECTRONICS,3-1-4,T3,1204,T 9,Govind Prasad,14/03 AN1,16/05 FN
1391,ECE F341,ANALOG ELECTRONICS,3-1-4,T4,1226,T 9,Shubha Sharma,14/03 AN1,16/05 FN
1391,ECE F341,ANALOG ELECTRONICS,3-1-4,T5,1223,T 9,Praveen Kumar A.V.,14/03 AN1,16/05 FN
1391,ECE F341,ANALOG ELECTRONICS,3-1-4,T6,1201,T 9,Arnab Hazra,14/03 AN1,16/05 FN
1391,ECE F341,ANALOG ELECTRONICS,3-1-4,P1,2241,F 1 2,"Khichar Anita Omprakash(RS), Rohit Kumar(RS)",14/03 AN1,16/05 FN
1391,ECE F341,ANALOG ELECTRONICS,3-1-4,P2,2241,M 4 5,"Khichar Anita Omprakash(RS), Rejaul(RS)",14/03 AN1,16/05 FN
1391,ECE F341,ANALOG ELECTRONICS,3-1-4,P3,2241,M 1 2,"Rohit Kumar(RS), Shubham Garg(RS)",14/03 AN1,16/05 FN
1391,ECE F341,ANALOG ELECTRONICS,3-1-4,P4,2241,T 1 2,"Sudhir Kumar(RS), Laveena Dadhich(RS)",14/03 AN1,16/05 FN
1391,ECE F341,ANALOG ELECTRONICS,3-1-4,P5,2241,T 7 8,"Shreya Chandravanshi(RS), Nilesh Jaiswal(RS)",14/03 AN1,16/05 FN
1391,ECE F341,ANALOG ELECTRONICS,3-1-4,P6,2241,Th 1 2,"Ananya Garg(RS), Arvind Kumar(RS)",14/03 AN1,16/05 FN
1391,ECE F341,ANALOG ELECTRONICS,3-1-4,P7,2241,Th 7 8,"Nilesh Jaiswal(RS), Kadam Aparajita Dnyan..(RS)",14/03 AN1,16/05 FN
1391,ECE F341,ANALOG ELECTRONICS,3-1-4,P8,2241,W 7 8,"Shubham Garg(RS), Nimisha Bharti(RS)",14/03 AN1,16/05 FN
1595,ECE F343,COMMUNICATION NETWORKS,3---3,L1,1201,T Th F 5,SHARDA TRIPATHI,11/03 FN1,08/05 FN
1595,ECE F343,COMMUNICATION NETWORKS,3---3,T1,5101,Th 1,Rahul Singhal,11/03 FN1,08/05 FN
1595,ECE F343,COMMUNICATION NETWORKS,3---3,T2,5106,Th 1,Sainath Bitragunta,11/03 FN1,08/05 FN
1390,ECE F344,INFO THEORY & CODING,3---3,L1,1223,T Th F 4,SANDEEP JOSHI,09/03 AN1,04/05 FN
1390,ECE F344,INFO THEORY & CODING,3---3,T1,1201,W 2,Sainath Bitragunta,09/03 AN1,04/05 FN
1390,ECE F344,INFO THEORY & CODING,3---3,T2,1233,W 2,Shubha Sharma,09/03 AN1,04/05 FN
1702,ECE F366,LABORATORY PROJECT,----3,L1,,,NAVNEET GUPTA,,
1705,ECE F367,LABORATORY PROJECT,----3,L1,,,NAVNEET GUPTA,,
1703,ECE F376,DESIGN PROJECT,----3,L1,,,NAVNEET GUPTA,,
1706,ECE F377,DESIGN PROJECT,----3,L1,,,NAVNEET GUPTA,,
2492,ECE F424,SMART GRID FOR SUSTAIN ENERGY,3---3,L1,CANCLED,,,09/03 FN1,02/05 FN
1704,ECE F491,SPECIAL PROJECT,----3,L1,,,,,
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,L1,5105,M W F 8,"RAHUL ARORA, Shrabana Tripathi, Balakrushna Padhi, Geetilaxmi Mohapatra",11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,L2,5102,T Th F 5,"Rahul Arora, Shrabana Tripathi, Balakrushna Padhi, Geetilaxmi Mohapatra",11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T1,6161,M 1,Neha Choithramani(RS),11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T2,6162,M 1,Diksha Kumari(RS),11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T3,6156,M 1,Rekha(RS),11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T4,6104,M 1,Geetali(RS),11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T5,6163,M 1,Hitesh Kamboj(RS),11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T6,6164,M 1,Ishawar Choudhary(RS),11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T7,6107,M 1,Jobin Mathew(RS),11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T8,6108,M 1,Manobal Kumar(RS),11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T9,6105,M 1,Nishu Yadav(RS),11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T10,6109,M 1,Prashant Kumar Verma(RS),11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T11,1203,M 9,Ayushi Sharma(RS),11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T12,6107,M 9,Pratigya Singh(RS),11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T13,6160,M 9,Rahul Kumar(RS),11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T14,6108,M 9,Rishika(RS),11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T15,6102,M 9,Shivam Choudhary(RS),11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T16,6161,M 9,Suman Rani(RS),11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T17,6162,M 9,Swantika Sharma(RS),11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T18,6155,M 9,Vaishali(RS),11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T19,6105,M 9,Aastha Srivastava(RS),11/03 AN2,09/05 AN
1023,ECON F211,PRINCIPLES OF ECONOMICS,3---3,T20,6156,M 9,Chakshita Jakhar(RS),11/03 AN2,09/05 AN
1120,ECON F212,FUNDA OF FIN AND ACCOUNT,3---3,L1,5105,M W F 7,"APRAJITA PANDEY, Debata Byomakesh",14/03 FN1,15/05 FN
2534,ECON F215,COMPUTATIONAL METHODS FOR ECON,3---3,L1,6160,T Th F 2,SURUCHI SHRIMALI,09/03 FN1,02/05 FN
1442,ECON F241,ECONOMETRIC METHODS,3---3,L1,6152,T Th F 4,MURALIDHAR RAO N V,09/03 AN1,04/05 FN
1442,ECON F241,ECONOMETRIC METHODS,3---3,T1,6101,T 1,Shrabana Tripathi,09/03 AN1,04/05 FN
1443,ECON F242,MICROECONOMICS,3---3,L1,6102,M W 4 T 10,GEETILAXMI MOHAPATRA,12/03 FN1,11/05 FN
1443,ECON F242,MICROECONOMICS,3---3,T1,6101,F 1,Geetilaxmi Mohapatra,12/03 FN1,11/05 FN
1444,ECON F243,MACROECONOMICS,3---3,L1,6152,M W 5 Th 10,ARUN KUMAR GIRI,13/03 AN1,14/05 FN
1444,ECON F243,MACROECONOMICS,3---3,T1,6151,W 10,Arun Kumar Giri,13/03 AN1,14/05 FN
1445,ECON F244,ECONOMIC OF GROWTH & DEV,3---3,L1,6151,T Th F 5,ARUN KUMAR GIRI,08/03 FN1,07/05 FN
1445,ECON F244,ECONOMIC OF GROWTH & DEV,3---3,T1,6152,F 10,Arun Kumar Giri,08/03 FN1,07/05 FN
1656,ECON F266,STUDY PROJECT,----3,L1,,,KRISHNA M,,
1923,ECON F315,FINANCIAL MANAGEMENT,3---3,L1,6109,M W F 9,"ARYA KUMAR, Aditya Sharma",11/03 AN1,09/05 FN
1449,ECON F341,PUBLIC FIN THEO & POLICY,3---3,L1,6101,M W 3 Th 9,BALAKRUSHNA PADHI,14/03 AN1,16/05 FN
1449,ECON F341,PUBLIC FIN THEO & POLICY,3---3,T1,6102,M 1,Balakrushna Padhi,14/03 AN1,16/05 FN
1450,ECON F342,APPLIED ECONOMETRICS,3---3,L1,6152,M W 2 T 9,RAHUL ARORA,12/03 AN1,12/05 FN
1450,ECON F342,APPLIED ECONOMETRICS,3---3,T1,6151,Th 1,Rahul Arora,12/03 AN1,12/05 FN
1451,ECON F343,ECONOMIC ANAL OF PUB POL,3---3,L1,6152,T Th F 5,KRISHNA M,11/03 FN1,08/05 FN
1451,ECON F343,ECONOMIC ANAL OF PUB POL,3---3,T1,6151,W 1,Krishna M,11/03 FN1,08/05 FN
1564,ECON F353,ENERGY ECONOMIC & POLICY,3---3,L1,6154,M W F 9,KRISHNA M,11/03 AN1,09/05 FN
1565,ECON F354,DERIVATIVES & RISK MGMT,3---3,L1,6109,M W F 11,ADITYA SHARMA,10/03 FN2,05/05 AN
1547,ECON F355,BUSS ANAL & VALUATION,3---3,L1,1233,M W 4 T 10,APRAJITA PANDEY,12/03 FN1,11/05 FN
1684,ECON F366,LABORATORY PROJECT,----3,L1,,,KRISHNA M,,
1741,ECON F367,LABORATORY PROJECT,----3,L1,CANCLED,,,,
1690,ECON F376,DESIGN PROJECT,----3,L1,,,KRISHNA M,,
1757,ECON F377,DESIGN PROJECT,----3,L1,,,KRISHNA M,,
1566,ECON F412,SECUR ANAL & PORTFOL MGT,3---3,L1,1222,M W F 4,"KRISHNA M, Sushanta Kumar Nandi(RS)",13/03 AN2,14/05 FN
1552,ECON F414,CREAT & LEAD ENTREP ORGN,3---3,L1,6152,T Th F 3,"ARYA KUMAR, Jyoti",10/03 AN1,06/05 FN
1875,ECON F435,MARKETING RESEARCH,3---3,L1,6103,M W 5 Th 10,ANIL KUMAR BHAT,13/03 AN1,14/05 FN
1726,ECON F491,SPECIAL PROJECT,----3,L1,,,KRISHNA M,,
2592,EE G502,"WATER AND WASTEWATER TREATMENT",3-2-5,L1,1219,T Th F 4,PUBALI MANDAL,09/03 AN2,04/05 AN
2593,EE G503,ENVIRONMENTAL SYSTEMS MODELLIN,----5,L1,1225,M W 4 T 10,SHIBANI KHANRA JHA,12/03 FN2,11/05 AN
2596,EE G506,ENVIRONMENTAL STATISTICS,----5,L1,1222,T Th F 5,RALLAPALLI SRINIVAS,10/03 AN2,06/05 AN
1009,EEE F111,ELECTRICAL SCIENCES,3---3,L1,5105,M W 3 Th 9,"Navneet Gupta, Satyendra Kumar Mourya",14/03 AN2,16/05 AN
1009,EEE F111,ELECTRICAL SCIENCES,3---3,L2,5105,T Th F 2,PRAVEEN KUMAR A.V.,14/03 AN2,16/05 AN
1009,EEE F111,ELECTRICAL SCIENCES,3---3,T1,1231,F 7,Abhijit Rameshwar Asati,14/03 AN2,16/05 AN
1009,EEE F111,ELECTRICAL SCIENCES,3---3,T2,1202,T 1,Syed Mohammad Zafaruddin,14/03 AN2,16/05 AN
1009,EEE F111,ELECTRICAL SCIENCES,3---3,T3,1201,F 7,Praveen Kumar A.V.,14/03 AN2,16/05 AN
1009,EEE F111,ELECTRICAL SCIENCES,3---3,T4,1227,F 7,Neeraj Mishra,14/03 AN2,16/05 AN
1009,EEE F111,ELECTRICAL SCIENCES,3---3,T5,6157,F 7,Bhavesh Chauhan,14/03 AN2,16/05 AN
1009,EEE F111,ELECTRICAL SCIENCES,3---3,T6,5105,T 1,Dinesh Rano,14/03 AN2,16/05 AN
1009,EEE F111,ELECTRICAL SCIENCES,3---3,T7,1232,T 1,Pankaj Arora,14/03 AN2,16/05 AN
1009,EEE F111,ELECTRICAL SCIENCES,3---3,T8,1203,T 1,Abhijit Rameshwar Asati,14/03 AN2,16/05 AN
1009,EEE F111,ELECTRICAL SCIENCES,3---3,T9,6153,T 1,Bhavesh Chauhan,14/03 AN2,16/05 AN
1009,EEE F111,ELECTRICAL SCIENCES,3---3,T10,1205,T 1,Satyendra Kumar Mourya,14/03 AN2,16/05 AN
1009,EEE F111,ELECTRICAL SCIENCES,3---3,T11,1232,F 7,Karunesh KR Gupta,14/03 AN2,16/05 AN
2494,EEE F216,ELECTRONIC DEV SIMULATION LAB,--2-2,L1,,,RAHUL KUMAR,,
2494,EEE F216,ELECTRONIC DEV SIMULATION LAB,--2-2,P1,2238,Th 7 8,"Pradeep Verma(RS), Keerthana P. Balakris..(RS)",,
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,L1C,5105,M W 5 Th 10,Janardan Prasad Misra,13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,L2E,5102,M W 5 Th 10,MEETHA V. SHENOY,13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,T1C,6102,F 9,Tejasvi Alladi,13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,T2C,6105,F 9,Gopal Singh Phartiyal,13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,T3C,5106,W 1,Pranjal Vyas,13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,T4C,6108,W 9,Tejasvi Alladi,13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,T5C,6105,W 9,Gopal Singh Phartiyal,13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,T6E,5101,W 1,Sai Sesha Chalapathi Ga..,13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,T7E,1234,W 9,Sai Sesha Chalapathi Ga..,13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,T8E,1204,W 9,Meetha V. Shenoy,13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,T9E,1205,W 9,Balamurugan P(RS),13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,T10E,1223,W 9,Govind Prasad,13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,P1C,6013,F 1 2,Tulika Tewari(RS),13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,P2C,6114,F 1 2,Suvrojyoti Biswas(RS),13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,P3C,6116,T 1 2,Vijay Shankar A(RS),13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,P4C,6116,T 1 2,Rudresh Pillai(RS),13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,P5C,6118,T 1 2,Devanshu Sahoo(RS),13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,P6C,6118,Th 1 2,Nivedan Yakolli(RS),13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,P7C,6119,Th 1 2,Raja Piyush(RS),13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,P8C,6018,Th 1 2,Priyanka Jain(RS),13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,P9E,6114,M 1 2,"Raman(RS), Aniket Kumar(RS)",13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,P10E,6116,M 1 2,"Ankit Sharma(RS), Adif Alam(RS)",13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,P11E,6019,T 7 8,"Aishwarya B. Mudennavar(RS), Vipin KR Saraogi(RS)",13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,P12E,6114,T 7 8,"Abhishek Karwa(RS), Kadam Aparajita Dnyan..(RS)",13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,P13E,6116,Th 7 8,"Aniket Kumar(RS), Vipin KR Saraogi(RS)",13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,P14E,6117,Th 7 8,"Jaya Sharma(RS), Akhil Misra(RS)",13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,P15E,6114,W 1 2,"Jaya Sharma(RS), Jeevan Kittur(RS)",13/03 AN1,14/05 FN
1238,EEE F241,MICROPROC & INTERFACING,3-1-4,P16E,6116,W 1 2,"Aishwarya B. Mudennavar(RS), Laveena Dadhich(RS)",13/03 AN1,14/05 FN
1239,EEE F242,CONTROL SYSTEMS,3---3,L1,5101,T Th F 3,PUNEET MISHRA,10/03 AN1,06/05 FN
1239,EEE F242,CONTROL SYSTEMS,3---3,L2,1201,T Th F 3,Prashant Kumar,10/03 AN1,06/05 FN
1239,EEE F242,CONTROL SYSTEMS,3---3,T1,1201,T 1,Pawan Kamalkishor Ajmera,10/03 AN1,06/05 FN
1239,EEE F242,CONTROL SYSTEMS,3---3,T2,1223,T 1,Prashant Kumar,10/03 AN1,06/05 FN
1239,EEE F242,CONTROL SYSTEMS,3---3,T3,1227,T 1,Puneet Mishra,10/03 AN1,06/05 FN
1239,EEE F242,CONTROL SYSTEMS,3---3,T4,1233,T 1,Hari Om Bansal,10/03 AN1,06/05 FN
1239,EEE F242,CONTROL SYSTEMS,3---3,T5,1234,T 1,Aditya Raw Gautam,10/03 AN1,06/05 FN
1240,EEE F243,SIGNALS & SYSTEMS,3---3,L1,5101,T Th F 2,PAWAN KAMALKISHOR AJM..,09/03 FN1,02/05 FN
1240,EEE F243,SIGNALS & SYSTEMS,3---3,L2,1201,T Th F 2,Sambangi Ramesh,09/03 FN1,02/05 FN
